CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
789317,1,16/07/1999,REFU,P062444117587,,
943071,1,29/05/2001,BCRB,W046210288688,,
798322,1,19/12/2000,BOTH,A026119954904,,
595249,1,12/08/2008,WROM,N026253620747,,
474737,2,16/09/2002,WROM,X099186099339,,
978101,2,20/09/2009,REFU,Z049035672000,,
138104,1,07/12/2006,WIRI,X009461611327,,
341258,1,18/02/2005,MWBA,D002811286384,,
578993,2,16/08/2001,AIND,O073832794910,,
617992,1,08/02/2002,CHNE,W038312888339,,
587599,1,09/03/2003,BAFR,Z027774330809,,
20648,2,10/10/2008,ABAN,G050035979825,,
746820,2,26/08/2002,ABAN,J091774262655,,
614581,2,01/01/2007,OOTH,Y065306207277,,
850771,2,28/03/2007,BOTH,A022209993639,,
769265,2,20/04/2012,WROM,F018948903052,,
349391,2,11/05/2003,MWBC,A073090298775,,
578165,1,12/12/2000,MOTH,J093296779235,,
3422,2,26/09/2002,MWAS,F041565920990,,
2338,1,20/07/2006,MWBC,E092293152089,,
384556,2,18/11/2006,ABAN,O059166916484,,
328011,1,21/08/2006,APKN,A010125894567,,
430059,2,02/11/2010,APKN,V020347578377,,
789595,2,02/12/2010,WIRT,J092716876562,,
513407,1,16/05/2001,BCRB,S068811785623,,
803575,2,21/08/2002,AIND,K075614146564,,
817636,1,21/09/2004,WIRT,V023319813388,,
963339,2,30/06/2009,MWBA,E066490753357,,
335816,2,07/04/2008,MWBC,N095354331476,,
237415,1,10/11/2005,AIND,U020067329289,,
663285,2,21/10/2001,AOTH,D014869922181,,
269154,1,12/04/2002,WIRI,Y092769492312,,
264464,2,08/02/2000,OOTH,C014330659487,,
794811,1,14/12/2007,NOBT,A085743512186,,
372068,1,03/05/2011,MWAS,S027321817438,,
835226,1,04/05/2012,BAFR,B065887350592,,
990049,2,12/09/1998,MOTH,F071789064645,,
219781,1,26/07/2012,CHNE,N045037874026,,
346159,1,20/08/1999,OOTH,B018661343882,,
761699,2,26/06/2009,ABAN,I060033451394,,
286397,1,03/09/2010,APKN,L088960214581,,
770895,1,10/05/2008,REFU,K026419694653,,
815857,2,28/07/2007,APKN,H094044923275,,
393262,1,21/06/2008,MOTH,P003852919068,,
688480,1,30/11/2010,ABAN,R026769165032,,
529318,2,23/05/2004,BOTH,S016441634320,,
345629,1,23/03/2009,MWBC,N095824150952,,
153655,1,09/03/2001,WOTH,N068751655589,,
831,1,28/03/2011,WIRT,B078961440305,,
974817,2,25/08/2012,WOTH,I098987741625,,
370963,2,25/05/2012,WBRI,H063434647970,,
422725,2,24/07/2009,WBRI,W030996846311,,
488748,1,24/02/2012,OOTH,E076637979895,,
111371,1,04/11/2010,WIRI,N043817226586,,
516481,2,10/07/2001,BCRB,B067128581310,,
94171,2,13/04/2011,MWBC,V057744232805,,
764009,2,23/07/2012,BCRB,Y010426201649,,
596431,1,07/08/2004,MOTH,F035723897618,,
181953,2,27/09/2010,BCRB,T071792875094,,
34969,1,20/01/2007,APKN,Z049254101356,,
929649,1,19/04/2005,REFU,Y057181363866,,
304710,1,24/09/2008,WOTH,C073034648855,,
107596,1,15/02/2004,MWBA,B023292813828,,
182138,2,25/09/2008,WIRT,N068512461205,,
717530,2,26/02/2009,AIND,R013872640884,,
162060,1,16/07/2012,MOTH,O066776709950,,
921127,2,21/08/1999,WROM,R051624380016,1,02/05/2016
108927,2,29/06/2006,OOTH,B082591005307,,
354001,1,08/03/2008,MWAS,T014439550616,,
85726,2,13/12/2009,NOBT,Q037113179984,,
491064,2,23/10/2002,WOTH,N052936058799,,
371840,1,13/10/2000,WOTH,R086999039933,,
786436,1,04/09/2008,ABAN,Y051429834641,,
409383,1,23/10/2007,MWBC,X014590939290,,
48987,1,19/02/2000,WIRT,O054425828493,,
600177,2,24/02/2003,MOTH,R093445875613,,
397515,1,25/04/2005,BAFR,I013667844385,,
494212,1,14/09/2009,WROM,P004421284718,,
980965,2,29/05/2005,APKN,R048257611854,,
562198,1,15/02/2012,ABAN,V073524027623,,
639405,2,19/01/2003,APKN,H016620533145,,
509577,1,25/08/2001,WOTH,Z061425143764,,
757876,1,19/02/2009,APKN,K070182296944,,
707087,1,25/09/2010,AOTH,F011909583435,,
7176,1,12/08/2001,WROM,B003359202770,,
676522,1,13/08/2001,BCRB,T056715716220,,
417811,1,26/09/2009,WIRT,F030778169650,,
2817,2,01/08/2011,APKN,H090751349132,,
942107,2,14/05/2005,MWAS,S012224803735,,
291478,2,22/08/2011,MOTH,T063659765184,,
408387,2,26/06/1999,BOTH,C024505465643,,
477888,1,02/09/2000,ABAN,M064821154594,,
965860,2,05/07/2001,WROM,A084427368100,,
124651,2,14/10/2009,OOTH,Z087631504157,,
590091,1,24/02/2005,BOTH,L095452624476,,
294565,2,20/06/2002,APKN,S036847404971,,
942921,2,30/04/2011,BCRB,E033460093208,,
985951,2,07/03/2007,CHNE,D092548113399,,
484006,1,25/07/2005,MWBC,P029675969113,,
703304,1,22/10/2004,AIND,A079164262500,,
379047,1,29/11/2008,WIRT,I012933717536,,
667676,1,04/02/2006,WBRI,R010695126513,,
238873,2,14/03/2012,WROM,C046614456618,,
899461,2,04/03/2000,BOTH,K020638696820,,
169805,1,26/02/2002,BCRB,A052123754520,,
635429,2,27/04/2011,BAFR,D004053590627,,
762378,1,31/01/2010,WROM,L053043414345,,
867265,2,15/08/2004,REFU,Y075689439872,,
2668,2,16/07/2012,MWBA,F018999139023,,
130520,2,17/02/2003,MOTH,K026064577093,,
848877,1,17/01/2004,CHNE,S018427014047,,
673813,1,30/07/2003,MWAS,A008138418023,,
466998,2,16/03/2005,WIRI,E003185004746,,
608337,2,12/12/2007,WBRI,Q087565228137,,
266166,2,20/07/2003,WOTH,X011736468631,,
767050,2,07/01/2003,BCRB,G016095242174,,
309219,1,06/01/2001,WBRI,X055414982697,,
766978,2,22/03/2000,WIRT,K012156990407,,
587900,1,26/03/1999,MWAS,Y020143426923,,
114389,2,24/10/2007,WIRI,C055192941116,,
576370,1,09/05/2005,WIRT,M068900364429,,
50265,1,01/08/2012,MWAS,L063379544933,,
424968,2,28/03/2001,APKN,O049868007736,,
154509,1,12/05/2004,AOTH,H058636757059,,
38652,2,12/11/2001,REFU,F017859305230,,
986191,2,19/08/2010,MWBA,T045322133862,,
766655,1,24/09/2009,WIRT,Q082716812004,,
177833,1,18/07/2005,ABAN,Z006390133560,,
588434,1,16/11/1999,APKN,P069402554734,,
828074,2,27/03/2005,NOBT,Y066691909425,,
346424,1,23/01/2000,BOTH,Q055990233850,,
506204,2,30/07/2004,AOTH,L078630767259,,
798368,2,31/03/2004,WROM,Y044666064287,,
838616,2,23/01/2001,MWAS,A054353582636,,
265823,2,10/03/2012,BCRB,J085275689984,,
968662,2,16/02/1999,WOTH,M055437518583,,
162698,1,10/07/2009,BOTH,Q012443436111,,
788415,2,08/11/1998,WBRI,A073964963910,,
300085,1,29/01/2002,WOTH,K087263787662,,
206310,1,23/12/2000,BCRB,T058553034603,,
362688,1,20/11/2004,MWAS,A003317866854,,
16557,1,09/04/2002,CHNE,L012640005547,,
537015,2,20/01/2000,OOTH,X057548492676,,
29078,1,20/07/2011,MWBA,C062455164105,,
361353,1,07/10/1998,MWBA,D054583894748,,
824586,2,22/04/2006,WBRI,D044685106743,,
149752,1,24/03/2008,AOTH,B098545094692,,
57404,2,30/05/2009,APKN,B034749609764,,
59989,2,11/09/2011,WROM,U085790099289,,
507225,2,25/02/2011,REFU,U033378616626,,
20267,1,18/09/2006,AOTH,X094099054501,,
640968,1,20/09/2009,MWAS,Q014919749558,,
984738,2,29/08/1999,ABAN,C082440384557,,
601962,1,03/10/2005,WROM,W085700239934,,
291930,1,05/05/2009,NOBT,C024150101363,,
574915,2,25/11/2001,MWAS,F070051407611,,
510785,2,01/08/2010,OOTH,U006225187300,,
374535,1,05/07/2009,OOTH,T048529129184,,
275513,2,16/04/2000,CHNE,L062922579539,1,26/12/2016
718194,2,02/11/2007,WOTH,D006418523008,,
886133,1,14/12/2000,AIND,M052404009263,,
599674,2,18/05/2008,BAFR,X014106354804,,
770913,1,12/06/2006,MOTH,D078284724882,,
263750,2,03/07/1998,BOTH,J074768401811,,
185749,2,16/12/2001,MWBA,R026385358905,,
667137,2,17/02/2000,NOBT,I065058227745,,
398402,2,18/11/2012,WBRI,V078184463793,,
523579,1,29/10/2011,WOTH,S006302790970,,
959648,1,12/06/2011,WIRI,P043490420041,,
855639,1,04/03/2003,BOTH,B011439517869,,
368196,2,29/08/2000,AIND,B039955272160,,
530310,1,05/04/2002,REFU,W007540805218,,
766087,2,01/02/2012,WIRI,N018301393475,,
543080,2,26/12/2004,AIND,F071285942553,,
884656,2,07/04/2005,AOTH,T089568268745,,
452615,1,13/08/2010,WBRI,S011845818201,,
942714,2,03/11/2006,OOTH,V001713419116,,
531284,2,21/04/2001,MWAS,T058049940821,,
72651,2,28/01/2011,BAFR,Z055175246031,,
296511,1,20/09/2003,WBRI,E094499771248,,
940557,2,15/03/2010,WBRI,K097450188253,,
757314,2,01/02/2001,MOTH,X031072695028,,
67114,2,15/06/2000,WIRT,X084723814752,,
209427,1,21/04/2011,REFU,P069846449360,,
571849,1,30/08/2002,AIND,Q071388943958,,
644888,2,15/03/2004,WIRT,R094747616539,,
855276,1,10/01/2012,WIRI,L008693627439,,
50183,2,26/06/2009,MWBC,P005476517859,,
768748,1,28/02/2001,WOTH,Q096235900261,,
501496,1,04/06/2011,BOTH,U081837739933,,
916529,1,19/04/2003,AIND,P007001472117,,
5379,1,15/09/1999,WIRT,R087257076684,,
946808,2,28/07/2005,AOTH,S090738133742,,
33738,1,05/06/2008,MWBC,N038578031686,,
315939,2,12/07/1998,WOTH,H089263459641,,
142072,2,21/06/2008,BCRB,A079206810898,,
823229,2,22/05/1999,WROM,X036432939957,,
945624,2,31/12/1999,WBRI,Q003797024467,,
406920,1,07/11/2003,WOTH,F078962676050,,
26654,1,12/05/2003,WOTH,T035315204872,,
530367,1,15/07/2000,BCRB,R039400685752,,
176222,2,10/12/2012,APKN,B053158759991,,
80381,2,19/10/2000,AIND,G088430934967,,
674359,2,28/09/2000,APKN,N078435354183,,
233150,2,01/03/2009,ABAN,X076107820396,,
405020,2,11/06/2000,MWAS,F080730752699,,
320170,1,12/07/2005,ABAN,O038803853274,,
187962,1,15/04/2008,OOTH,C079294989447,,
422131,1,15/07/2002,AOTH,E010662394947,,
259805,2,28/03/1999,BOTH,T032925858587,,
669125,2,01/11/2005,APKN,F079119215810,,
226667,2,25/09/2007,MWAS,W061744296787,,
111402,2,21/05/2003,BCRB,N030804672232,,
323737,2,15/01/2001,WIRI,Z094728713116,,
870080,1,21/06/2001,WOTH,I016665597205,,
256553,1,19/09/2000,MWAS,F020897712751,,
83993,2,06/01/2010,ABAN,Q086879621389,,
143809,1,31/12/2008,CHNE,Z028376053883,,
85975,1,30/03/2009,MWBA,K051759396359,,
791297,1,21/03/2011,OOTH,Z010485138224,,
534725,1,07/12/2011,WBRI,R002186502792,,
93391,1,27/01/2005,WROM,G069389972020,,
676070,2,01/02/2011,BOTH,P021901398828,,
15085,1,02/11/2004,CHNE,G044204338129,,
967285,1,01/07/2000,CHNE,R009054835045,,
596526,1,05/09/2001,APKN,C084495948381,,
800396,2,12/10/1998,WIRT,K024729261607,,
614647,2,10/04/2012,AIND,P046937651216,,
51885,1,01/11/2002,WIRT,S077148861051,,
155998,2,19/04/2002,OOTH,R011788442287,,
675180,2,04/09/2006,AOTH,E039149742479,,
33612,2,29/01/2003,OOTH,Z040873653915,1,21/08/2018
129846,2,30/07/2007,BOTH,T074966789926,,
351821,2,27/05/2006,MOTH,F067716203681,,
496795,2,23/10/2012,AOTH,M031560461087,,
440332,1,01/07/2009,WBRI,H071012049149,,
747824,1,25/08/2009,WIRT,T066617232264,,
657303,1,10/11/2011,NOBT,K085842736229,,
903786,2,27/08/2003,BAFR,L077976716317,,
493757,1,17/02/1999,MWBA,E002520102808,,
122566,1,18/07/2000,APKN,S053258752438,,
282108,2,08/01/2000,WBRI,M030571557582,,
446645,2,11/04/2011,WROM,N032071891158,,
849486,1,13/09/2012,REFU,P024194470905,,
47234,2,10/04/2004,APKN,L059590860413,,
742469,1,03/07/2004,MWBC,Z069425704748,,
517542,2,20/06/1999,OOTH,J028293694830,,
27349,1,09/10/2007,MOTH,P067806692968,,
626031,1,30/04/2004,OOTH,R062586885643,,
818026,2,23/04/2002,MWBC,A093701351572,,
847560,1,19/07/2007,OOTH,N063534031636,,
9784,2,28/02/2004,MWAS,F043078109113,,
913566,1,19/04/2007,REFU,X007038650427,,
819084,2,09/04/1999,OOTH,Y065766635110,,
414827,1,23/11/2011,CHNE,Q094148452425,,
752397,1,24/04/2006,BAFR,C048626085363,,
943773,1,10/11/2010,BCRB,P025637813290,,
268761,1,11/07/2006,MWBC,G074033202094,,
653645,1,25/11/2005,OOTH,C095701316936,,
186257,2,29/09/1999,WROM,O081414677651,,
232057,2,07/11/2012,MOTH,M040376448834,,
707366,2,02/02/2001,AOTH,K036505838581,,
777111,1,11/04/2010,CHNE,X021830022285,,
564365,1,24/01/2003,APKN,S067924116631,,
663187,2,20/12/2007,WOTH,A076706966094,,
285463,2,18/05/2008,CHNE,S068794307268,,
11508,1,26/06/2004,MWBA,H008533673956,,
705516,2,09/02/2001,MWBC,L068457756478,,
791423,2,11/04/2011,WIRI,E055171381537,,
233061,2,10/12/2003,WIRT,B071892785859,,
918227,1,23/12/2006,WIRI,L046314629590,,
816298,1,29/08/2008,WIRT,O014017573808,,
240623,1,03/03/2001,BAFR,V073809339295,,
150157,1,02/11/2006,OOTH,I092364233999,,
207477,2,03/01/2007,NOBT,Q059087936445,,
59875,2,18/01/2005,WOTH,Z041103898825,,
710737,1,23/03/2000,APKN,A098973810768,,
552272,1,15/01/2008,WIRI,H084211910362,,
72102,2,05/03/2007,MWAS,H015335232943,,
509800,1,17/01/2008,BAFR,Z095708924347,,
399935,2,29/03/2001,WIRT,O029562867018,,
192001,2,17/03/2000,NOBT,T024632488402,,
725337,2,11/08/2005,BOTH,U014064413952,,
879605,2,12/01/2005,WIRT,S028107853896,,
972226,1,29/04/2010,NOBT,L014610118735,,
189428,1,18/10/2006,CHNE,A001780459792,,
872677,2,04/11/2005,ABAN,W029981006130,,
532303,1,14/05/2009,NOBT,B048442285216,,
629074,1,07/12/2006,MWAS,Y055381748322,,
686473,1,28/09/2001,WIRT,F009278989161,,
841065,2,25/06/2011,WROM,O091691705576,,
138505,2,01/08/2010,AOTH,Y045761963150,,
823794,2,01/10/2006,BOTH,L085026458093,,
3566,2,27/05/2001,REFU,V043710695705,,
238301,2,01/07/2010,OOTH,A049138302537,,
651509,2,16/03/2005,CHNE,A085887842596,,
895116,2,22/11/2008,BAFR,P071858046793,,
385757,1,24/02/2007,WIRI,X001199874910,,
86553,2,25/09/2002,MOTH,V088535135969,,
817637,2,26/07/2002,WIRT,D036617836231,,
587610,2,26/09/2002,WIRT,B068957167950,,
104643,1,17/05/1999,AOTH,M012999275803,,
629950,2,01/12/1998,BOTH,I078287283101,,
292529,2,16/04/2009,ABAN,C013432857205,,
935434,2,08/12/1998,REFU,V093150171280,,
777731,2,12/04/2004,NOBT,M051165858622,,
935176,1,12/01/2005,CHNE,T019554696198,,
126247,2,18/07/2011,MWAS,E007169714888,,
881455,2,08/08/2001,BOTH,X004774320135,,
453727,2,04/03/2008,OOTH,R073400854134,,
50212,2,30/09/2006,WIRI,R055883947480,,
463705,2,03/11/2009,WBRI,Q087009990887,,
512259,2,30/09/1998,WBRI,J009446385851,,
875160,2,04/07/2012,WIRI,V001710521565,,
205694,2,23/05/2011,ABAN,X053938012498,,
906696,1,08/08/2006,ABAN,E050006893280,,
225564,1,17/10/1999,MOTH,P039003951450,,
489966,1,01/02/1999,MWBC,Z078736257010,,
121598,2,04/07/2000,MOTH,K082192585677,,
459559,1,30/05/2008,CHNE,A014962650339,,
922679,2,10/08/2008,MWBA,E005103557813,,
798630,1,17/03/2012,WOTH,N023718860154,,
101296,1,23/03/2010,WBRI,J088959005850,,
998927,2,04/02/2004,BAFR,T096901192407,,
268407,1,12/03/2008,WROM,H073405305644,,
455335,1,22/02/2002,WROM,E060394389324,,
690003,1,07/08/2000,MWAS,H021309119456,,
888394,1,15/01/2003,WROM,R095853966358,,
461523,1,02/09/2004,REFU,V086210894405,,
719427,1,26/07/2007,BOTH,Q022570179019,,
197459,1,14/04/2002,WIRT,M075985821053,,
650084,1,22/05/2006,AIND,X027396019938,,
924922,1,24/08/2007,OOTH,W009852576750,,
476724,1,12/04/2008,AIND,V041236452285,,
961954,2,28/12/2008,MOTH,X047391452940,,
170787,2,20/12/2010,AOTH,A033254843991,,
936431,2,29/01/2010,ABAN,T053190703815,,
519015,1,17/11/1999,BOTH,S013389728737,,
950739,2,20/01/2005,WROM,C064530420687,,
784485,1,10/02/2010,ABAN,Z031034179770,,
723472,1,18/07/2003,OOTH,B005566306336,,
617936,2,19/12/2005,ABAN,M051838888046,,
226295,1,17/09/2001,CHNE,E004435602960,,
146916,1,03/11/2009,BCRB,K001011244028,,
61302,1,06/08/2007,BOTH,X076073142941,,
8168,1,01/09/2006,WOTH,J013043517912,,
638782,1,15/02/2011,WIRI,R077524405834,,
344698,1,26/12/1999,BOTH,H023925455315,,
706650,1,26/07/2002,APKN,J070288033743,,
709395,2,13/01/2005,AOTH,Y005776383429,,
169837,2,29/09/2007,REFU,A057307015164,,
803636,1,30/07/2006,MWBA,V010116268212,,
990278,2,25/12/2005,WIRI,T022701129667,,
558589,1,22/06/2000,BAFR,T056781631889,,
449162,2,13/05/1999,WBRI,N079113178587,,
230358,1,31/01/2011,REFU,K011793328194,,
328447,1,29/02/2000,CHNE,Y092450447751,,
963759,1,25/12/2011,BCRB,F066222668210,,
190007,1,15/08/2012,WIRT,L092972275953,,
647378,1,23/10/2009,BAFR,O064774896879,,
988208,1,23/06/2006,MWBC,F093314334441,,
996201,1,02/07/2001,REFU,Y034623823297,,
12135,2,13/05/2011,ABAN,K034807049070,,
803593,2,26/04/2005,ABAN,Q076394360179,,
464883,1,12/10/2002,REFU,G034153291075,,
692584,1,14/06/2001,WROM,U042468006664,,
137593,2,20/10/1998,CHNE,C067816537701,,
930488,2,03/11/2011,APKN,T018889310143,,
2016,2,14/10/2001,CHNE,I037798633806,,
724256,1,28/02/2004,ABAN,G080525057592,,
54781,1,08/12/2009,MWAS,T084833691802,,
574353,1,05/06/2004,BOTH,R018874092750,,
380781,1,15/11/2005,AIND,X027674860889,,
633669,2,24/11/1999,ABAN,H001804539837,,
908904,1,31/08/2000,NOBT,X049735160460,,
983251,2,02/08/2002,BOTH,W004678448222,,
878299,2,12/06/2008,APKN,Q018182771591,,
168303,2,29/04/2000,WIRI,Y078557403256,,
499176,2,17/12/2012,MWBA,R067446160509,,
966021,2,02/09/2006,REFU,W091663281702,,
835140,1,18/05/2007,BCRB,Q087808648723,,
341679,2,24/01/2006,MWBA,Q000334757200,,
807903,2,22/12/2009,BCRB,J091752529910,,
463311,1,14/02/2004,CHNE,H064750985455,,
697777,1,19/06/2007,WIRI,G014928510885,,
647773,2,03/09/2011,ABAN,K029623878702,,
335744,1,15/07/2003,BAFR,H029745198614,,
204793,2,17/09/2007,AIND,O097730095425,,
545409,1,28/01/2008,ABAN,R091517340315,,
823892,2,17/07/1999,REFU,P057373893213,,
342400,2,17/10/2002,BCRB,C052069221528,,
200633,1,28/04/2007,ABAN,K061182209701,,
371525,2,12/01/2011,ABAN,F029195763351,,
678416,2,11/04/1998,WROM,J050648034306,,
842954,2,08/10/2000,WROM,M079142798025,,
448947,1,19/05/2012,MOTH,P030518034336,,
342963,1,08/06/2005,WIRI,O045156782868,,
460814,2,28/04/2001,BOTH,C032436129303,,
187295,1,12/11/2001,MWBC,T019420031281,,
315473,1,28/08/2000,BCRB,P044785979687,,
268876,2,22/12/2010,MWAS,N068091521116,,
305289,1,05/07/2007,WBRI,X041557962257,,
337522,2,17/01/2010,APKN,K050551312137,,
882604,1,02/03/2012,AOTH,F011364272263,,
721101,1,03/02/2000,WBRI,F008177488211,,
116056,1,04/09/2009,WOTH,I002176311663,,
924708,2,27/05/2004,AOTH,E016568020144,,
237853,1,11/05/2001,CHNE,K099089591766,,
56863,2,06/07/2012,AIND,C080167066034,,
393776,2,25/08/2008,NOBT,W079939236879,,
990767,1,27/08/2006,AIND,G015821585551,,
610851,1,19/02/2002,MOTH,I017911712634,,
230277,1,02/01/2011,WROM,L015477493264,,
107420,1,17/02/2004,ABAN,B011249946371,,
650625,2,05/10/2008,ABAN,L006170503723,,
964881,1,03/08/2005,WROM,I061199179526,,
527350,1,05/05/2009,WIRT,X096166292248,,
129823,1,29/06/2000,WIRI,W060546943171,,
628588,2,28/07/2005,WBRI,R090899020248,,
931878,1,13/01/2005,MOTH,O045191246067,,
314060,2,25/10/2011,WROM,D083031225620,,
933715,1,07/11/2001,AOTH,Q019309921001,,
592660,2,08/09/2012,AOTH,N020048801227,,
390790,2,16/08/2005,BAFR,Z015720677107,,
306904,1,28/10/2008,CHNE,M085663685940,,
678439,1,30/03/2003,NOBT,D008663325611,,
451370,2,09/07/2006,BOTH,I084492211075,,
697441,1,08/01/2012,REFU,A000445169751,,
256333,1,03/05/2009,WROM,B039024960414,,
750740,2,02/04/2003,MWBC,N082834372559,,
307464,2,07/08/2005,BCRB,J014915546145,,
734936,1,26/11/2005,BOTH,E052500128616,,
602417,1,21/09/2010,APKN,G067513472193,,
12056,2,14/08/2008,AIND,J080020240807,,
234786,1,08/11/2009,OOTH,B029363339496,,
415458,2,15/06/1999,APKN,A079715619427,,
199024,2,08/12/2007,WBRI,C024448947957,,
341643,2,27/12/2003,WIRT,B019791958434,,
118988,1,24/10/2005,APKN,X090163627564,,
717205,1,17/03/2012,WIRI,P068524817441,,
234986,2,06/09/2009,MWAS,A030167942945,,
200172,1,30/09/2002,REFU,Y026798225454,,
616860,1,11/05/2005,BOTH,Z004276011009,,
863452,2,11/06/2005,WIRT,P073671063674,,
11089,2,21/07/2005,ABAN,H050779631565,,
793557,2,17/04/2000,REFU,N028699098947,,
893433,1,16/12/2006,BOTH,Y011114773149,,
586813,2,25/11/2008,ABAN,C046772359113,,
522635,2,01/07/2000,CHNE,Q065722029446,,
907450,1,01/02/2000,APKN,J017207142815,,
732456,2,26/07/2007,MWBA,B016898073874,,
647190,1,19/02/2001,MWBA,G097550796756,,
13093,2,23/11/2005,WBRI,F025767492244,,
540082,1,23/07/2006,APKN,E048497257001,,
750113,1,19/05/2006,OOTH,O008421352502,,
947058,1,03/10/2000,WIRT,S062805964394,,
514032,2,14/05/2008,MWBA,C062002156734,,
123395,1,25/12/2005,WBRI,L044015948029,,
894474,1,01/04/2000,AOTH,R031447299574,,
862764,2,03/03/2006,AIND,U063427381263,,
203031,2,21/10/2009,APKN,L062292047134,,
772702,1,08/03/2012,CHNE,V093351208668,,
415024,2,22/09/2009,BAFR,A054792665389,,
383580,1,20/01/2008,WIRI,B023694078312,,
393306,1,04/02/2007,MWBA,Q026082772907,,
344618,1,23/05/2006,BAFR,T003037950961,,
754639,1,26/02/2001,CHNE,J043007990468,,
953167,1,30/03/2006,CHNE,N086115963704,,
762127,2,14/11/2012,WIRT,E059259705922,,
152026,1,07/02/1999,OOTH,Z065850468278,,
324310,2,31/12/2003,BCRB,B077305377122,,
735265,2,06/07/2008,MWAS,G004737304059,,
946912,1,11/11/2006,MWBC,E070270672613,,
219029,1,11/08/2005,ABAN,Z062480799679,,
598178,2,01/02/2000,OOTH,L022887140858,,
865438,1,23/05/1998,WIRT,M050951708805,,
569835,2,14/06/1998,OOTH,B050726588168,1,17/10/2015
911699,2,23/04/2011,AOTH,E056372313249,,
533877,1,19/08/2003,NOBT,L020730906691,,
419215,1,15/06/2000,MOTH,H029349657172,,
714168,2,31/12/2011,AIND,R054306550686,,
847119,2,22/07/2012,APKN,X071634020237,,
254572,1,13/03/2012,AIND,U094656946929,,
977082,1,21/01/2000,MWBC,V056568146658,,
762886,2,18/09/2007,WIRT,Z022686994759,,
416261,1,13/08/2010,MWBA,Q080456818848,,
390853,1,13/02/2004,BAFR,G058186635230,,
848328,1,04/01/2005,MWAS,O054040373607,,
641249,1,14/08/2010,NOBT,Z024819208679,,
441790,2,04/07/1999,AIND,Y071936873798,,
501131,1,30/06/2012,WOTH,P082184841383,,
120824,1,12/01/2009,MWBA,T059045721806,,
726155,1,04/04/2006,MWAS,N086577238502,,
347751,2,22/06/2002,NOBT,T083663993035,,
190695,1,26/03/2011,WIRI,E070723132893,,
297202,1,02/05/2002,REFU,R010032654598,,
419149,2,20/08/2004,APKN,Y024095549817,,
473055,1,01/01/2002,REFU,Q054372315581,,
536685,2,24/09/2004,WBRI,Q041200003262,,
451488,2,27/01/2004,REFU,N092755872448,,
820212,1,12/11/2003,REFU,R006916910375,,
969152,1,07/04/2007,MOTH,E038160572707,,
994803,2,08/01/2008,CHNE,Y012387357885,,
502769,2,15/08/2005,NOBT,O027778133363,,
551925,1,17/11/2004,MWBA,U038098151229,,
958291,1,26/05/2003,WBRI,C026133099888,,
212316,1,27/06/2012,MWBA,N041671396790,,
887434,2,03/03/2001,WROM,A048168484329,,
294691,2,24/05/2012,WIRT,Z097255924331,,
992676,1,26/10/2006,MWAS,T052673956186,,
814220,2,31/03/2012,BOTH,H005212811744,,
529070,1,09/06/2008,CHNE,Z094054936182,,
320083,1,04/04/2003,WBRI,G044453481488,,
434360,1,16/04/2010,AIND,O010513443261,,
655337,1,06/09/2006,AIND,U093442713441,,
783527,2,26/06/2005,MWBA,S040841808846,,
164643,2,28/03/2009,NOBT,R093153240827,,
841873,2,11/08/2002,BOTH,S036081767962,,
798943,2,15/02/2009,WIRT,F037795475146,,
949310,1,30/09/2000,OOTH,Z092439036933,,
811899,1,21/04/1999,MWBA,O009124308907,,
129971,2,19/12/1999,WROM,F091120085720,,
79556,1,19/07/1999,NOBT,W055380228365,,
72472,1,27/07/1999,MOTH,R063285144591,,
202999,2,17/05/2003,CHNE,S010124962180,,
632778,2,12/09/2009,REFU,K083255919161,,
673243,2,11/11/2007,NOBT,I035682234720,,
608425,1,24/01/2000,NOBT,R023354545167,,
815259,1,23/01/2009,BCRB,H016424444910,,
136320,1,16/07/1998,OOTH,W026159444748,,
729028,1,02/11/2009,WOTH,L063287603819,,
974321,2,08/06/1999,AIND,L004415527509,,
213484,1,01/12/2009,WIRT,A078943067671,,
187447,1,01/11/2002,WIRI,W071372719268,,
600072,2,23/04/1999,ABAN,K069593099000,,
258638,2,06/01/2009,WIRI,V031108348786,,
169957,2,24/08/2008,MWBA,I095159663258,,
757378,2,04/11/2006,WIRI,M093866899826,,
237181,1,20/08/2012,BAFR,C013644581142,,
