pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,unitcontacttime,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,extendedhours,eligibilitycode,dafindicator,ethnicity,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,youngcarer
fbc8c0ce-011,SCH2,2009-Jan-05 00:00:00,SUR3123,FOR2598,MID7430,PSUR3280,FSUR4943,f2fad206-84c,e299a45d-baf,dda0610e-5,F,2024-Oct-20 00:00:00,1,2f97f0f1,34222b6e,803.0,True,False,True,,132.0,False,False,51c2ed5f,,df9ab365,0520d46e,,,,WSCO,,,ENG,,O,,A,,9,,,
fbc91c1e-a61,SCH3,2013-Apr-25 00:00:00,SUR2090,FOR7568,MID8306,PSUR6361,FSUR7499,e296481b-633,54d07b05-711,91ca241c-8,F,2021-Sep-23 00:00:00,1,1ff2ab10,e771a636,762.0,True,True,False,20.0,128.0,,False,dbadd2f8,,d282c08b,915aae35,,,,MWBC,,,ENG,,,,N,S,N2,No,,
fbd01394-72c,SCH8,2016-Mar-30 00:00:00,SUR4302,FOR2388,MID8735,PSUR4953,FSUR1908,137f9a51-00b,3d18489b-f0b,94140ef0-c,M,2021-Oct-26 00:00:00,1,e9af3a31,434a4ce8,748.0,True,False,False,,132.0,True,,88840b08,,dca13108,efd5009f,,,,WNIR,,N,PNJA,,C,,N,,13,,RE,
fbed48d5-bf7,SCH4,2019-Aug-03 00:00:00,SUR7073,FOR2364,MID1830,PSUR1046,FSUR9466,73633aac-5f3,4fc8b6fe-0c5,d3499f55-e,F,2022-Apr-27 00:00:00,1,4a97e2cf,903dab88,806.0,False,True,False,10.0,133.0,False,False,6a3a9227,,c0c7e7b1,4743d4b0,,,,WTUK,No,,ENG,,S,,C,N,10,,,
fbf9b905-9f6,SCH7,2019-Apr-26 00:00:00,SUR6211,FOR7453,MID3177,PSUR6915,FSUR8961,15ae4454-d04,b31db030-8d3,b223de58-c,M,2025-Feb-21 00:00:00,1,fd81f326,e16a69f0,785.0,False,False,False,18.0,126.0,False,False,d1bfcef5,,24118347,52e2961c,,,,,,,ENG,,S,,,,5,,RO,
fbfd4af0-259,SCH1,2017-Oct-04 00:00:00,SUR9152,FOR4699,MID1206,PSUR9938,FSUR3840,268a1c06-c5d,a9956982-c9a,50fa5914-5,F,2020-Jan-05 00:00:00,1,5eeec2a6,97703622,749.0,True,False,False,,128.0,False,False,5d4acc7e,4.0,db054d97,644b6b5b,,,,,,,ENG,,,N,,N,10,,,
fc008084-2fb,SCH4,2010-Feb-20 00:00:00,SUR9064,FOR2107,MID6009,PSUR3057,FSUR3765,5df83be6-1e7,2d1d61cc-360,6ade920b-9,F,2021-Dec-24 00:00:00,1,58d5c6bd,a163478b,767.0,,False,False,19.0,129.0,,False,30daf47b,,9c74ca9b,3a6e2196,,,,WITA,,,ENG,,M,,,,6,,,
fc0c1a36-030,SCH8,2008-Apr-05 00:00:00,SUR3225,FOR1566,MID8375,PSUR2406,FSUR5056,bcff10ce-b53,d708ed74-a97,4d1d2af8-a,F,2018-Oct-06 00:00:00,1,af510c65,98bb2c07,779.0,True,,False,1.0,129.0,False,False,c8229d19,,9d13ddde,7ac48341,,,False,OKOR,,,,,F,,,N,M,,RO,
fc0f7773-cab,SCH3,2010-Mar-31 00:00:00,SUR6395,FOR2125,MID9404,PSUR8662,FSUR3038,dafd07f5-784,d63300b2-4c1,f4fa03a4-8,M,2024-Dec-24 00:00:00,1,2691b3fa,c16df751,737.0,False,False,True,,128.0,False,,00641518,,31a44852,1e2af8b4,,,,,,,ENG,,O,,R,,E1,,,
fc1e2748-6c1,SCH3,2018-Jun-22 00:00:00,SUR5217,FOR1248,MID1254,PSUR3966,FSUR6190,244d183f-86c,3ff15691-f61,aedad927-3,M,2019-Dec-29 00:00:00,1,3aed36b6,8622d514,782.0,True,False,False,16.0,131.0,False,False,0363bc63,,5bd683d8,3f0edef0,,,,MWCH,,,GER,,M,,C,E,12,No,RE,
fc205b1c-0fa,SCH2,2020-Feb-14 00:00:00,SUR1272,FOR9512,MID4741,PSUR5983,FSUR5778,6d22c711-0f1,eb688cd3-912,4e1fda8c-7,F,2021-Mar-13 00:00:00,1,75cd80b5,b82df44f,772.0,True,False,False,,126.0,False,False,26915928,,4fe191ca,f99646cf,,,,OAFG,,N,ENG,,F,N,,P,N2,,RE,
fc264e34-085,SCH3,2012-Jul-29 00:00:00,SUR6285,FOR6075,MID2202,PSUR8350,FSUR5349,2c5b05ba-cc9,7095782a-39e,4c34018b-0,M,2020-Apr-15 00:00:00,1,c19b1f29,386f4bc7,773.0,False,True,True,15.0,138.0,True,,a813923d,,fc5fd8d6,dc667c9b,,,,WGRK,,,CHI,,,,,,6,No,,
fc339536-85d,SCH2,2010-Dec-18 00:00:00,SUR1716,FOR3709,MID7493,PSUR4881,FSUR3972,7fc52a3b-cc7,2275d5c2-608,add4cf77-2,M,2023-Oct-09 00:00:00,1,8266c6a0,d8316db5,747.0,True,False,False,,132.0,False,,8199188f,,9bd0dc52,de509f54,,,True,WITA,,,RUS,,,,,,R,,,
fc352a5a-408,SCH1,2008-Jan-04 00:00:00,SUR5221,FOR6868,MID5718,PSUR4392,FSUR1918,08f848e5-ef8,2d82f7a8-6e2,b507a466-3,M,2023-Jan-11 00:00:00,1,caefa9a7,68e69069,784.0,True,True,False,12.0,127.0,False,False,a531339b,8.0,83181bcc,5ac684d1,,,False,OMRC,,,ENG,N,F,,G,K,2,,,
fc44df9d-e5a,SCH1,2010-Feb-20 00:00:00,SUR7054,FOR1318,MID9445,PSUR7419,FSUR9564,ccb934ed-aaa,b142350a-82e,6f15feea-5,F,2022-May-31 00:00:00,1,819cdd76,a7a60b69,774.0,,False,False,15.0,136.0,True,,b6a1608a,,629fa7fc,2ea00a4e,,,,OIRQ,,U,UKR,,M,,,,8,,,
fc491669-e42,SCH2,2020-Apr-30 00:00:00,SUR3688,FOR1220,MID7598,PSUR7573,FSUR1347,14094336-3bd,bc781a23-b75,d03ddb67-7,M,2019-Jan-27 00:00:00,1,b4c263c8,7fe3f80c,792.0,True,False,False,,132.0,True,False,ca1b08e9,,93d18e6c,7aacbfce,,,,ASLT,Yes,,ENG,,,,N,,2,,,
fc4fc092-7cb,SCH2,2008-Jun-01 00:00:00,SUR1137,FOR5645,MID9559,PSUR9902,FSUR5420,08cfc21e-a6e,93d49738-695,2860d57c-b,M,2023-Apr-25 00:00:00,1,b2fba8da,6cec784c,725.0,False,False,,,139.0,False,False,60824545,,4bf898ad,84667b43,11.0,,,MWCH,,,,,C,,,,3,Yes,RO,
fc5377ba-d89,SCH5,2014-Mar-29 00:00:00,SUR7231,FOR2730,MID5461,PSUR7623,FSUR3861,7a671455-ef0,118927b7-b60,57b2e85b-b,F,2024-Aug-31 00:00:00,1,68a54a9b,7b9860cc,806.0,False,True,True,,125.0,True,,d5141b17,,c32d1e5c,a2a2ac5d,,,False,ABRI,,,ENG,,,,,A,R,,,
fc547624-817,SCH4,2014-Sep-26 00:00:00,SUR7658,FOR4254,MID3534,PSUR4775,FSUR4302,c3cb7e1e-289,4f41f17e-c49,57c3c190-c,M,2020-Jul-06 00:00:00,1,9579e8a7,00f21f22,854.0,True,True,False,,130.0,,True,2548feaa,,ce535095,41941941,,,,BCRB,,N,ENG,,C,,C,,9,,,
fc56f5ad-193,SCH7,2013-Apr-13 00:00:00,SUR7735,FOR9433,MID2096,PSUR5692,FSUR5364,45714e1d-e62,ae84bd2e-a1a,14e66816-e,M,2024-Jan-02 00:00:00,1,82e34469,cc651704,796.0,,True,True,,135.0,False,False,1af2faf9,,64ab1344,fa9ab5e3,,,,WPOR,,,ENG,,,,A,,10,Yes,,
fc56fa2a-d26,SCH1,2017-Apr-17 00:00:00,SUR3892,FOR2012,MID6717,PSUR3449,FSUR7749,53d956dc-d0e,2f49a72c-848,3d553ac5-d,M,2020-Sep-17 00:00:00,1,0b313946,86c7934e,838.0,,,False,,133.0,False,False,dd3b3bb1,,d2269879,15411c03,,,,OVIE,Yes,N,CYM,,O,,C,,E1,No,RE,
fc59450b-3e4,SCH6,2015-Nov-27 00:00:00,SUR2430,FOR1480,MID6614,PSUR7434,FSUR5879,2316e69e-fe1,1c3b85f8-afa,74c10961-7,F,2024-Jan-24 00:00:00,1,69005ae1,4971737c,759.0,False,False,True,23.0,129.0,False,False,46bc5d98,11.0,08ccceed,42d1c17d,,,,WGRE,,U,ENG,,,,,,13,Yes,,
fc5be1ab-995,SCH7,2019-Jul-31 00:00:00,SUR3347,FOR8770,MID5493,PSUR6003,FSUR6481,82168fb7-a97,95f4adc9-32a,509f866b-c,M,2019-May-01 00:00:00,1,f3cf8c6e,8fc73ea8,781.0,True,True,True,,129.0,False,False,bf040ad6,8.0,951c437c,51e567a0,,,,MWAO,"Sought, no reply",R,ENG,,,,,S,4,,,
fc70a49c-d9e,SCH5,2017-Jul-30 00:00:00,SUR4201,FOR3823,MID2636,PSUR9176,FSUR3425,438a2b90-b21,ad0f3774-750,13e1ecea-5,M,2021-Aug-11 00:00:00,1,0ea921a1,1d12394e,801.0,True,False,False,,130.0,False,False,55847561,,144278ca,9358cb8b,,,,MWBC,,,ENG,,C,,N,,M,,,
fc848254-af3,SCH7,2007-Dec-23 00:00:00,SUR5502,FOR6348,MID9632,PSUR6180,FSUR7890,f9bd4899-ec9,9be99ccc-244,e67827f1-4,F,2023-Mar-09 00:00:00,1,99db8916,75dfc0ad,743.0,True,True,,,123.0,False,,25498422,,97fc9638,976aa1b2,,,,BSLN,,R,CYM,,,,A,S,6,Yes,,
fc894e33-85a,SCH8,2008-Jan-29 00:00:00,SUR3100,FOR7541,MID3273,PSUR9230,FSUR3352,f76ad3f2-3e3,3b1636a5-28a,676d1887-c,M,2023-Mar-10 00:00:00,1,27dc67b0,3c31e530,749.0,True,,False,,136.0,False,False,1c7414d8,,3effcc05,831b9580,,,,WSER,,U,CYM,,,,G,P,E2,,,
fc8a66b2-52d,SCH2,2016-Mar-26 00:00:00,SUR4810,FOR6411,MID9752,PSUR6869,FSUR1000,ae408afa-e85,ed701da9-0ce,fe313b48-4,F,2025-Feb-01 00:00:00,1,4c56f9a6,6a6b7b07,814.0,True,True,False,,125.0,False,False,3bf0eb98,,85fea4c5,49bb3cc6,,,,MOTM,,,ENG,,S,,A,,3,,RE,
fc92a89b-63d,SCH2,2015-Jul-18 00:00:00,SUR1725,FOR8381,MID5525,PSUR4017,FSUR3438,b4fb5e7f-1d1,2321f417-c0d,083f49c0-a,F,2023-Apr-24 00:00:00,1,eef5e1d9,df7c43e5,805.0,True,True,False,,131.0,False,False,0fe59a0a,,c52e261f,460ac916,,,False,CHKC,Unsought,U,ENG,,,,N,N,X,,,
fc93fd3f-375,SCH2,2013-Jul-30 00:00:00,SUR7430,FOR9332,MID3222,PSUR4150,FSUR2855,e25e07e4-061,3a332ce5-800,d04bac16-b,M,2019-May-17 00:00:00,1,6dbea17f,56fa6339,784.0,True,True,False,,121.0,False,False,72d50418,,3c449277,8fe6abd3,,,,BSLN,,,,,C,N,,N,14,No,,N
fc97aee9-e51,SCH2,2015-Oct-12 00:00:00,SUR4625,FOR8899,MID5024,PSUR9327,FSUR2064,96bc7541-fc0,fc509b80-e13,8b27f9f1-7,M,2019-Feb-06 00:00:00,1,65e01360,a5ff293c,767.0,True,False,True,,130.0,False,False,26206a72,,dfbed151,2d26e09d,,,,BCRB,,,ENG,,F,,,E,6,,,
fca1b8f1-6bc,SCH3,2010-Feb-01 00:00:00,SUR2368,FOR6652,MID6566,PSUR5104,FSUR8522,0404d1ac-5e0,32bda018-9dc,299bb7b5-0,M,2023-Feb-20 00:00:00,1,7d817bed,e823c282,861.0,True,False,False,,120.0,,True,47c14e02,,5bf7e531,7417dc59,,,,MAOE,,,BNG,,C,N,N,E,N1,,RB,
fca95526-383,SCH3,2011-Aug-16 00:00:00,SUR1108,FOR4420,MID2119,PSUR8924,FSUR8633,cafe60ab-150,e7cc58fb-d3d,935083cf-a,M,2025-Mar-03 00:00:00,1,daa98c33,8711704e,771.0,True,False,True,,131.0,False,False,d0343afb,,c4f54805,fcc3a76c,,,,NOBT,,,ENG,,S,,N,E,4,,,
fca98040-1ad,SCH7,2012-Dec-05 00:00:00,SUR5928,FOR6736,MID9267,PSUR5292,FSUR7119,5b0c48f3-004,173884aa-a4f,cbb700c6-5,F,2019-Aug-09 00:00:00,1,d6fd9a74,5e961cd1,754.0,True,True,False,,135.0,False,False,9f2fc13a,,72f99d5f,440edd30,,,,MWAS,,,ENG,,,,,K,8,No,,
fcadceab-07c,SCH7,2014-May-20 00:00:00,SUR2572,FOR9386,MID4342,PSUR4911,FSUR2470,8f5ee3b1-316,95af647b-713,4ac98e78-f,F,2021-May-09 00:00:00,1,d524288d,d533cdc2,783.0,True,,False,,130.0,False,False,894b42af,7.0,13b008ac,6cb451f1,,,,MWAI,,,ENG,,S,,N,S,4,,,
fcb95faa-cf3,SCH7,2009-Oct-28 00:00:00,SUR7648,FOR5341,MID6045,PSUR8274,FSUR5227,f476d3bc-61c,5cc26512-ff8,e7a9e6a0-9,M,2024-Aug-14 00:00:00,1,f30dd8a9,a45f00f2,782.0,True,False,False,,132.0,False,False,2159bf70,10.0,61ab8828,da8a8d8c,,,,BBRI,,N,ENG,,,N,,,7,,RO,
fcb9bb65-a4b,SCH3,2019-Sep-02 00:00:00,SUR7889,FOR7384,MID4682,PSUR2784,FSUR5813,52a20f80-2e3,b8e3829e-871,045c3d69-b,F,2022-Apr-11 00:00:00,1,adb775af,314b402a,815.0,True,False,False,,136.0,False,True,6db8df5d,,31ab89ec,65b72b7d,,,False,BGHA,,,ENG,,,,,,N1,,,
fcbed054-1fe,SCH3,2007-Nov-29 00:00:00,SUR1907,FOR7107,MID2021,PSUR3980,FSUR3911,0393e3b2-45e,98363077-8d4,8f073c5b-d,F,2024-Nov-11 00:00:00,1,bbe7ca5c,d3ab1256,761.0,True,,False,,135.0,False,,802e014c,,a95401ce,2528a274,,,,WPOR,,,CYM,,M,,G,,11,No,,
fcc18a34-811,SCH5,2011-Jan-22 00:00:00,SUR3216,FOR6938,MID3575,PSUR6478,FSUR3889,434a4138-bb6,e0d21313-b2a,053038ef-b,M,2019-Sep-01 00:00:00,1,55c9dc46,bc01c468,823.0,,False,False,,134.0,False,False,8b42dc43,,1b1f502d,0d2f04a5,,,True,MWAP,,Y,ENG,,M,,C,,R,,,
fcc1b758-24b,SCH6,2013-Apr-07 00:00:00,SUR6311,FOR5544,MID6022,PSUR6957,FSUR9961,2921c475-54a,3a89c9ff-4c2,bca21adc-d,M,2022-Jun-25 00:00:00,1,e19b9a12,6a915571,749.0,True,False,False,16.0,137.0,False,True,04d639a5,,ea3731d3,d9a0d232,,,,MBCH,,Y,ENG,,,,,,E2,,,
fcc55834-a27,SCH4,2015-Nov-30 00:00:00,SUR1827,FOR4764,MID1108,PSUR2839,FSUR1925,b7ace4d4-f4a,10be5922-371,e5ffb12a-a,M,2019-Jun-15 00:00:00,1,7b7ae5fa,f38a0b93,776.0,True,False,False,15.0,136.0,False,False,87448aa6,,acf00bda,454d38af,,,,BAOF,,,ENG,,,,R,,14,,,
fcc57797-e14,SCH7,2008-Feb-25 00:00:00,SUR8034,FOR5306,MID2522,PSUR5007,FSUR8659,860cba50-d55,8facd954-5db,066a988e-0,F,2020-Jun-07 00:00:00,1,490f2f7d,efa2d8c9,709.0,True,,False,,130.0,True,False,56777d76,,6b991664,e119e0b6,,,,WOWB,,,ENG,,S,N,,E,3,,,
fcd1010d-8a1,SCH7,2017-Apr-18 00:00:00,SUR1193,FOR7816,MID2429,PSUR7751,FSUR3179,b9cef623-84b,6d7f719c-2c6,ad2b6f48-f,M,2023-Aug-10 00:00:00,1,fb9178ca,4569af18,838.0,True,False,False,,128.0,False,False,72116e72,,2d2a5d8a,6577a1aa,,,,WWEL,,,ENG,,S,,,,12,,RB,
fce55fd9-3cd,SCH4,2011-Jan-07 00:00:00,SUR2219,FOR8746,MID5797,PSUR4460,FSUR1763,d3f80711-361,928b5fe0-af3,beed32be-9,M,2021-Aug-19 00:00:00,1,a9bc99c8,b1f915aa,788.0,,False,True,,121.0,True,False,139531fc,,852aac26,4b2446b7,,,,,,,CYM,,S,,,K,1,,,
fce6283c-f6c,SCH1,2010-Aug-21 00:00:00,SUR9716,FOR3288,MID9767,PSUR6926,FSUR3323,15acc3dd-2a9,fec53ada-916,8785026c-b,F,2020-Jul-19 00:00:00,1,29e2eebf,906e62bd,727.0,False,True,False,,128.0,,True,3fd77fb7,,465c2233,ea79f014,,,False,WBRI,,,ENG,,,,C,,R,,,
fcefc173-205,SCH4,2014-Aug-01 00:00:00,SUR2151,FOR6301,MID4460,PSUR2095,FSUR3578,f3a72606-431,9b10ea41-0b4,a34aeb68-b,M,2025-Mar-12 00:00:00,1,9afcc373,d48630f6,792.0,,False,True,,133.0,False,False,76c44d23,,e6c186e2,a1c5f9b3,,,,AWEL,,,ENG,,,,,A,4,,,
fcf4a5d5-ae4,SCH3,2018-May-02 00:00:00,SUR2984,FOR8512,MID9310,PSUR8331,FSUR2632,22923b4c-a43,5505b73a-79e,c63b4652-4,F,2023-Jul-14 00:00:00,1,ebd3f37a,dd35e2d3,771.0,True,False,False,,125.0,True,True,8f976fdf,,8ea179e1,ba6abdc7,,,True,AOTH,,N,ENG,N,C,,,,6,,,
fcf943c1-90a,SCH6,2016-Dec-30 00:00:00,SUR3108,FOR3960,MID8204,PSUR8330,FSUR9117,93455e49-505,eff1214b-c56,e7f6f0b7-c,M,2020-Mar-25 00:00:00,1,46cb3aee,1cb1941e,765.0,False,True,False,,125.0,False,False,a08dcaf2,,2bd8efe2,479b88c4,,,,WKOS,,,,,,,C,S,E1,,,
fcfd647b-5d2,SCH8,2011-Sep-17 00:00:00,SUR5202,FOR2449,MID6444,PSUR4204,FSUR1697,bc758bc4-25f,9195c408-b0d,aff39964-5,M,2021-Jul-16 00:00:00,1,0a4eefb5,fc02c9b0,750.0,False,False,,,133.0,True,False,d30cf1c1,,91302294,321213e2,,,,BSOM,No,,ENG,,,,,,E1,,,
fcffd174-513,SCH1,2018-Jan-03 00:00:00,SUR1208,FOR9044,MID5417,PSUR9688,FSUR6336,f38dd395-74b,727cfcb7-006,9287a784-b,M,2021-Sep-30 00:00:00,1,a8dd8a48,57608c41,714.0,True,False,False,18.0,124.0,False,False,c82e27b4,,278be4c6,03970674,,,False,OFIL,,N,ENG,,,,C,,,,,
fd0088ed-a30,SCH7,2018-Feb-21 00:00:00,SUR1848,FOR2349,MID3536,PSUR6441,FSUR8304,8c4a1d61-0de,e4bc8742-0e4,0ce3e6a3-4,F,2020-Apr-25 00:00:00,1,0dcef1cf,b6c993dc,772.0,False,,False,,131.0,True,False,cf6470b3,,167f70cb,d2890428,,,,OFIL,,,,,,,A,S,11,,,
fd0daf6d-70d,SCH7,2014-Apr-23 00:00:00,SUR9986,FOR3919,MID1112,PSUR3382,FSUR6993,99993892-a15,e2980061-673,d658e197-c,M,2018-Dec-09 00:00:00,1,24b0a4e4,43a83042,773.0,False,False,False,,129.0,True,False,d1aadfde,,697750c2,740796ea,,,,MWAI,No,,ENG,,,,C,,9,No,RO,
fd1343fb-1ba,SCH6,2017-Jun-10 00:00:00,SUR7258,FOR3657,MID4749,PSUR8449,FSUR5828,924d9a24-bca,740bfef9-420,3c7c6190-1,M,2024-Jan-28 00:00:00,1,1ed00195,7440e543,787.0,True,False,False,,129.0,,False,69df3d35,,fd247eaf,ec1d0cad,11.0,,,AIND,,,ENG,O,O,,A,,10,,,
fd15e52c-b56,SCH1,2013-Dec-25 00:00:00,SUR1075,FOR7284,MID1974,PSUR4749,FSUR5184,2117ad1b-345,c0cc1132-9b8,6624666a-a,M,2022-Oct-01 00:00:00,1,94681672,2634bad2,795.0,True,True,False,,133.0,False,False,7bb8fe44,,661582db,a0d77304,,,,ASRO,,,ENG,,,,G,,14,,,
fd17f1a0-dd8,SCH3,2013-Nov-17 00:00:00,SUR5105,FOR9948,MID2164,PSUR2028,FSUR7916,809a9a96-e5e,77cf0ca8-d06,ff5147da-e,M,2021-Jul-02 00:00:00,1,5a1a34b4,cb82524a,790.0,True,False,False,,138.0,False,False,a2335d05,,9872ef5d,d7573dc7,,,False,ASRO,,,PNJA,,,,N,,8,No,,
fd18b804-1bb,SCH6,2016-Aug-01 00:00:00,SUR1675,FOR6465,MID5467,PSUR8722,FSUR8726,d1167fde-341,9d46693c-369,ce363cae-3,M,2021-Sep-02 00:00:00,1,3e5304de,77952294,779.0,True,,False,,129.0,False,False,233056fe,,fa1c2a34,15681474,,,False,OJPN,Unsought,,ENG,,,,,E,13,No,,
fd1f3e3c-1b8,SCH4,2018-Dec-30 00:00:00,SUR2960,FOR8179,MID1030,PSUR7319,FSUR9223,c17d5e85-bcd,bb4b7f2c-ad7,4768024b-7,F,2022-Jun-17 00:00:00,1,952d4ca0,98d30581,743.0,True,False,False,,130.0,,False,1b4a1b96,,d72fe152,ac94d37f,,,,ANEP,,,ENG,,C,,N,K,N1,,,
fd203811-eae,SCH2,2013-May-14 00:00:00,SUR7115,FOR7098,MID9008,PSUR3146,FSUR5390,3b3c3bad-9a6,5db9ad6b-5f4,e7fdb1d9-9,M,2023-Nov-02 00:00:00,1,068ada68,1e4182ab,797.0,True,False,False,,131.0,False,,118830f6,,1ea9144f,8ab29e7c,9.0,,,WTUR,,,ENG,,,,,E,14,,RU,
fd2483b7-61b,SCH6,2017-May-20 00:00:00,SUR1722,FOR7376,MID1563,PSUR6101,FSUR2243,de659d4c-d43,11419b62-1d5,5d115906-a,F,2019-Sep-17 00:00:00,1,b236ac07,8be183e5,815.0,False,False,False,,131.0,False,False,3bf96197,,cf18224c,27d895bc,,,True,WEEU,Yes,,,,O,,C,S,12,,,
fd25e571-679,SCH6,2009-Jan-10 00:00:00,SUR9075,FOR6461,MID6713,PSUR7301,FSUR3185,0a335215-468,1c649e00-c9c,af59668d-2,M,2024-Sep-20 00:00:00,1,778f48a3,4b73b39f,718.0,False,False,False,,127.0,False,False,22a3d87b,,c33d3e2c,43d18327,6.0,,,OKOR,,,,,,,C,K,M,,,
fd2a6d27-362,SCH2,2019-Jan-06 00:00:00,SUR3268,FOR4301,MID2767,PSUR2266,FSUR8623,67158c7c-3db,829bf79b-266,701fe3e6-5,F,2023-Dec-08 00:00:00,1,bf1e6868,b39c2e59,832.0,True,,False,,133.0,False,False,8c4cac5f,10.0,eff7904d,52feb403,,,,,,,CYM,,C,,C,,E1,,,
fd2f67c3-c9a,SCH3,2019-Sep-15 00:00:00,SUR9976,FOR3083,MID2116,PSUR3393,FSUR5041,f8726a7b-274,d357f313-db2,aa5d3e4a-4,F,2024-Dec-23 00:00:00,1,afa0f0f5,5900be92,786.0,True,False,False,20.0,136.0,False,False,ccdaa0f6,,38ee56e1,4bcd4131,,,False,WROR,,,ENG,,S,,,,N2,No,,
fd35c999-cfd,SCH5,2018-Jan-14 00:00:00,SUR6907,FOR6279,MID9939,PSUR6171,FSUR1385,9cffe0b2-cbf,908ec70f-59b,a839224e-0,F,2024-May-25 00:00:00,1,a8245be2,c6164619,798.0,,True,False,,125.0,False,True,a77eec0f,,25efeb54,43859653,,,False,WTUC,,,PNJA,,M,,,N,10,,,
fd3f2c9e-77b,SCH1,2016-Dec-27 00:00:00,SUR7741,FOR4752,MID8548,PSUR9310,FSUR3844,efc519ef-d27,750a0719-19d,c49d2dcc-c,M,2023-Nov-23 00:00:00,1,dfdbe627,d3eb4d63,736.0,True,False,True,,124.0,False,False,1d9ad9e6,,c3aaca14,96636e88,,,,WIRI,No,,ENG,,,,C,K,4,No,,
fd465c2a-98d,SCH4,2008-Apr-24 00:00:00,SUR7730,FOR8019,MID3726,PSUR7739,FSUR4568,bbac73a9-e8e,422d73a0-d68,e31486ec-1,F,2019-Feb-18 00:00:00,1,1ea98a03,f92bb2ce,777.0,True,False,False,10.0,130.0,False,False,5b7567e1,,9481ab4b,1fd19af2,,,,REFU,,N,ENG,,C,,A,,1,Yes,,
fd473307-fd0,SCH6,2013-May-14 00:00:00,SUR4295,FOR6600,MID2743,PSUR1905,FSUR8690,835ea570-105,52437edf-73b,5bcf765e-e,F,2020-Dec-27 00:00:00,1,59465d65,5f79f9cb,802.0,True,False,,,127.0,False,False,95ca1935,,e5bab8ce,d7c670ea,,,,CHNE,No,,ENG,,M,,,N,9,,,
fd4dad30-3e3,SCH4,2012-Apr-20 00:00:00,SUR6848,FOR6907,MID9192,PSUR6041,FSUR1708,2606158b-393,fe137fe7-03d,bb866db4-5,M,2023-Jul-18 00:00:00,1,5681934a,851b8c6a,787.0,True,False,False,,131.0,False,False,4dae8be8,,d289034a,f531e82c,,,,ASRO,,,ENG,,F,,C,,6,,,
fd56e558-b4e,SCH2,2016-Oct-08 00:00:00,SUR3699,FOR2840,MID7347,PSUR3419,FSUR1522,fa352d6b-20a,6255c73e-c78,b666d73a-4,F,2019-Feb-14 00:00:00,1,40fb898f,28611f25,768.0,False,False,True,,137.0,True,,1932b44b,,b3c0e2b2,e4b52d5e,,,False,OEGY,,,ENG,,O,,C,,11,No,RU,
fd8fe372-e1c,SCH8,2016-Oct-02 00:00:00,SUR7868,FOR3074,MID8133,PSUR3269,FSUR7590,a11c3124-89f,237d037a-f29,be1fa695-9,M,2023-Dec-01 00:00:00,1,c23ae79c,bc5abaad,748.0,True,False,False,10.0,131.0,False,False,3f092a00,,0214ebf5,b0cc4588,,,,BANN,,,ENG,,M,,N,,E1,No,,
fd94d968-fe4,SCH2,2014-Apr-10 00:00:00,SUR3952,FOR1578,MID1433,PSUR3220,FSUR7021,4b36d251-474,77950107-25a,153ce935-6,F,2020-Jan-08 00:00:00,1,79bd3d5e,5e887440,819.0,,False,False,,127.0,False,False,bbeb1f19,,7e72250f,21ee8b87,,,,WIRI,,,ENG,,,,,,5,No,,P
fd96475f-33a,SCH7,2013-Aug-08 00:00:00,SUR7844,FOR4423,MID3574,PSUR4965,FSUR2049,620893eb-c64,e270a447-16f,9b92588b-0,F,2022-Dec-25 00:00:00,1,84ef0672,ebf8976f,821.0,True,False,False,,136.0,False,,e90547c0,,740f5839,4084affa,,,,OIRQ,,Y,ENG,,,,N,N,3,,,
fdb4277c-967,SCH3,2020-Jul-17 00:00:00,SUR2174,FOR2027,MID8790,PSUR1777,FSUR7879,8cf65162-83d,8d5a6070-ea1,1b314feb-e,F,2019-Oct-31 00:00:00,1,02e631bb,2d5cf739,814.0,True,False,False,,131.0,False,True,01307c7a,,a975d39c,b975bd8b,,,,BAFR,,,ENG,,S,,,,1,Yes,,
fdbda661-0a5,SCH2,2016-Jun-08 00:00:00,SUR3187,FOR3737,MID4532,PSUR4721,FSUR1711,35d35f52-49d,b4d0ccbb-39e,eda8f9e9-f,F,2025-Jan-06 00:00:00,1,e46df72b,b745dc16,803.0,True,False,False,,136.0,False,False,ea97b482,11.0,735c9e7a,83dc9ce2,,,,BCRB,No,,GAL,,F,,,S,11,,RU,
fdbe992a-05c,SCH2,2014-Dec-31 00:00:00,SUR9183,FOR8053,MID9221,PSUR7805,FSUR3266,9644be13-cd1,bf48efd5-a35,462bced5-e,F,2024-Dec-30 00:00:00,1,d6137d72,9f0b1834,774.0,True,False,False,,132.0,False,False,8e0bb86f,,e561e5ed,0783d9da,,,,WROG,,,,,S,,,A,5,,,
