pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,termlysessionsauthorised,termlysessionsunauthorised,senunitindicator,resourcedprovisionindicator,nonqualhrs,ftemp,qualhrs,qualhrspreviousyear,nonqualhrspreviousyear,tlevelqualhrs,tlevelnonqualhrs,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,summerhalfterm2sessionspossible,extendedhours,eligibilitycode,summerhalfterm2sessionsauthorised,summerhalfterm2sessionsunauthorised,dafindicator,summerhalfterm2sessionseducational,summerhalfterm2sessionsexceptional,summerhalfterm2sessionscoronavirus,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,mathsgcsehighestpriorattainment,mathsgcsepriorattainmentyear11,englishgcsehighestpriorattainment,englishgcsepriorattainmentyear11,mathsgcsefundingexemption,englishgcsefundingexemption,mathsgcsehighestpriorattainmentpreviousyear,englishgcsehighestpriorattainmentpreviousyear,eyppr,eyppbf
b759e561-50a,SCH2,2015-Jul-05 00:00:00,SUR3038,FOR6722,MID3363,PSUR1768,FSUR8587,7516eef6-d89,cc4bc4ef-ae8,48601550-a,M,2020-Dec-25 00:00:00,1,5af4cf1d,c1b77e85,738.0,True,False,False,130.0,7.0,,False,False,128.0,False,797.0,730.0,126.0,763.0,125.0,a28acd28,,6b83ec4f,51428115,124.0,2.0,,8.0,,True,3.0,3.0,,,,ENG,,O,,A,,5,A*,,5,,,N,,,,
b761ac60-a4c,SCH1,2016-Jun-07 00:00:00,SUR5764,FOR1818,MID9501,PSUR8649,FSUR9585,f4078484-09b,33f12d63-426,02e8ddad-0,F,2022-Aug-19 00:00:00,1,944d6c24,ea5c880f,739.0,False,,True,135.0,9.0,,False,False,137.0,False,780.0,804.0,129.0,773.0,141.0,5e6488de,,9a38e06c,35e170d4,119.0,,,,3.0,,,,3.0,,,ENG,,,,G,E,13,,,C,,F,,,A,,RE
b769c0fd-8a6,SCH4,2016-Nov-17 00:00:00,SUR8784,FOR5696,MID2078,PSUR9808,FSUR4395,5842eeba-9eb,894862a5-c16,9ff854db-3,M,2019-Feb-18 00:00:00,1,a1f05691,822b1927,804.0,True,False,False,136.0,7.0,2.0,False,False,127.0,False,760.0,776.0,132.0,749.0,132.0,6b82135b,,a6c3f542,157a8bb1,137.0,,,7.0,3.0,,,,,,,UKR,,,N,,K,5,,,,,,N,,,,RB
b76afee3-363,SCH6,2011-Aug-25 00:00:00,SUR7623,FOR2197,MID4041,PSUR3474,FSUR6775,67ca030e-c87,9b82aa94-972,a0bce33f-2,M,2021-Oct-29 00:00:00,1,37af7dd4,6e8751d4,758.0,,False,False,122.0,8.0,3.0,False,False,118.0,False,794.0,811.0,129.0,801.0,130.0,262392a1,,763ce84e,2527d19f,132.0,10.0,,,,False,2.0,,,,,ENG,,,,,K,1,,2,,,U,,,A,,
b77d1017-42b,SCH8,2018-Mar-25 00:00:00,SUR8397,FOR8296,MID5116,PSUR2964,FSUR7273,29674b02-6ea,76e95ccc-bab,f08b171f-e,M,2021-Oct-27 00:00:00,1,c0fe89c3,8a760b60,775.0,True,False,False,132.0,8.0,,True,False,131.0,False,792.0,796.0,130.0,782.0,140.0,d81e3183,6.0,b54b76bf,3cb60750,124.0,,,8.0,,,,,,,,,,S,,G,K,7,,,,,,U,,,,
b78198ab-1fc,SCH2,2008-Jun-26 00:00:00,SUR7837,FOR5195,MID1678,PSUR1895,FSUR9354,91d9ef03-8be,c88189a5-d5d,95eb8f89-b,F,2024-Nov-04 00:00:00,1,f149c4cf,e6fcb329,784.0,True,False,True,129.0,8.0,4.0,False,False,130.0,False,763.0,762.0,120.0,763.0,126.0,893b8a72,,379e241f,182ef307,131.0,,,8.0,,,,,,,,CYM,,,,,S,10,C,,,,,,,,,
b7a293c9-12d,SCH3,2007-Dec-14 00:00:00,SUR6983,FOR3497,MID7903,PSUR4810,FSUR8428,85943ee2-4f3,2eba4ccd-99b,0dfb2bde-4,F,2024-Jul-18 00:00:00,1,1da79a35,c8774d5d,787.0,True,True,False,137.0,10.0,3.0,True,True,123.0,False,771.0,747.0,131.0,810.0,128.0,21090b23,,fa95efd1,c5963302,137.0,,,9.0,,False,,,,Yes,,RUS,,,,C,P,13,,,,,,,6,,,RE
b7a4e636-8ae,SCH6,2008-Jun-02 00:00:00,SUR9042,FOR7617,MID8286,PSUR6171,FSUR1747,141008b8-56a,a2e70732-3f9,0e1f53f5-c,F,2022-Mar-27 00:00:00,1,e21defc9,b4bbdef5,804.0,False,False,False,120.0,8.0,,False,False,126.0,False,802.0,759.0,122.0,819.0,137.0,bad4a772,,2f6a1fff,6778f050,131.0,,,9.0,,,3.0,,3.0,,,ENG,,,N,,,12,,,,,,,,,Yes,
b7a8f238-49d,SCH5,2020-Mar-27 00:00:00,SUR5274,FOR2625,MID2656,PSUR4068,FSUR1875,46872fe7-af9,618d9152-794,76c1ab7d-9,M,2020-Sep-13 00:00:00,1,c167dae2,3e5d81d1,735.0,,False,False,131.0,7.0,,False,False,125.0,False,788.0,751.0,136.0,801.0,130.0,6a93ac35,,0e497a81,90df4a41,138.0,,,8.0,4.0,,3.0,,,Unsought,Y,,,M,,,,10,,,,,N,,,NR,,
b7afa626-f3e,SCH5,2008-Mar-08 00:00:00,SUR4105,FOR9377,MID8713,PSUR6133,FSUR3762,b91ccd00-e47,3e075679-9ef,b57bdfe5-c,M,2024-Apr-05 00:00:00,1,c5f3f241,d3bd1170,769.0,False,True,False,127.0,,,False,False,127.0,False,817.0,820.0,126.0,779.0,128.0,be585817,,5f6b3c5a,30a99d77,128.0,,,8.0,,,,,3.0,Yes,U,ENG,,M,N,,,11,,,5,,,,,,,
b7b270ae-5fa,SCH8,2008-Sep-08 00:00:00,SUR3970,FOR6918,MID1923,PSUR9810,FSUR5678,6f0fd262-9c9,8903beb4-025,f26718f9-e,F,2019-Nov-11 00:00:00,1,c26d8e31,14212927,794.0,True,False,False,130.0,7.0,,False,False,125.0,False,802.0,794.0,127.0,860.0,133.0,3565f060,,7c1d3c75,53687f2e,132.0,,,9.0,3.0,,,2.0,3.0,,,CYM,,,,,,9,A*,,,1,,,,C,,
b7c0e6a4-6d8,SCH7,2011-Aug-23 00:00:00,SUR3909,FOR6382,MID3915,PSUR9950,FSUR2778,04b980e5-158,db2399dc-a84,31dda329-1,M,2023-May-26 00:00:00,1,700e70cf,dcc348f5,781.0,False,,True,144.0,8.0,3.0,False,,128.0,False,763.0,808.0,132.0,801.0,127.0,1d923e71,,99f9f938,6b5875d2,140.0,,,9.0,,,,4.0,,,,ENG,,,,,,8,,,,,,,,,,RO
b7cc2027-916,SCH1,2014-Feb-28 00:00:00,SUR1163,FOR4871,MID5764,PSUR5899,FSUR6279,40b659b5-1fc,9d2ee482-45b,1ece3a99-2,F,2024-Feb-28 00:00:00,1,3edd581f,5691eb11,793.0,True,False,False,127.0,8.0,2.0,False,False,139.0,False,817.0,793.0,132.0,802.0,118.0,8994df26,,186bad47,b873d42b,137.0,,,9.0,,,,,3.0,No,Y,ENG,,,,G,,9,,,,,,,,,,
b7ce73f9-ccb,SCH3,2011-Sep-28 00:00:00,SUR3057,FOR2593,MID8125,PSUR1661,FSUR5267,5c08871d-dff,ffa4c388-c37,427a54dd-a,F,2019-May-24 00:00:00,1,6e9cf09d,2a9dde68,732.0,False,True,False,127.0,,,False,False,138.0,False,738.0,740.0,118.0,735.0,,a8218897,,ce6fefd2,d5ad9806,129.0,,,9.0,2.0,,,4.0,,Yes,,,,F,,C,E,R,,,,,,,,,,RU
b7cf0c79-61d,SCH3,2008-Feb-16 00:00:00,SUR4380,FOR9903,MID4081,PSUR2276,FSUR8657,84c77df7-0ba,b082411b-cc9,71c52c11-0,F,2024-Apr-01 00:00:00,1,9cd755fe,b99d6777,786.0,True,False,False,128.0,8.0,,False,,119.0,False,790.0,738.0,126.0,802.0,140.0,9c68884f,,85fa6cde,4a17c672,138.0,,,7.0,2.0,,,,,Yes,N,TRI,,,,N,,R,A,,1,,,,,,,
b7d87fce-c23,SCH3,2011-Apr-04 00:00:00,SUR6321,FOR1796,MID9425,PSUR1137,FSUR6091,e4a3543f-22a,b14ee01d-c4a,0d1c8b06-0,F,2024-Apr-11 00:00:00,1,fb44ef86,0ee62e06,792.0,True,True,True,134.0,8.0,,True,False,131.0,False,802.0,750.0,128.0,798.0,130.0,25b4e8e4,,add60cdf,b3960712,126.0,,,8.0,,,,,3.0,Yes,,GAL,,,,N,,4,,,,3,,,,5,,
b7de7ff6-9af,SCH5,2018-Jun-22 00:00:00,SUR4377,FOR1670,MID3838,PSUR8569,FSUR6956,1b529354-cfb,7372f59e-801,67eea5ca-5,M,2024-Jun-02 00:00:00,1,e715cf58,42b17b30,809.0,True,False,False,135.0,8.0,,False,False,126.0,False,795.0,796.0,121.0,796.0,127.0,73b29749,11.0,b1817ec7,305cdc3d,127.0,,,8.0,,,,,,,,ENG,,C,,,E,6,,,,3,,,9,,,
b7e2787a-8ae,SCH1,2012-Nov-02 00:00:00,SUR5406,FOR1153,MID4996,PSUR7796,FSUR7663,3f94eba9-cc2,070813d9-b4c,fcc15273-6,M,2019-Aug-07 00:00:00,1,9bb13bee,e39838b1,803.0,True,False,False,129.0,,,False,False,125.0,False,805.0,781.0,131.0,772.0,123.0,50461935,,0b6fd8fa,66ae1f7a,134.0,,,8.0,,,,,,,,ENG,,,N,C,S,12,,,C,2,,,,,,
b7f39dd1-d30,SCH7,2017-Nov-01 00:00:00,SUR6838,FOR8206,MID8979,PSUR8053,FSUR4703,9d167a41-ea9,63fa4628-85f,200ee328-7,F,2019-Nov-23 00:00:00,1,29a77c65,119c4f8f,766.0,True,False,True,123.0,7.0,3.0,False,False,128.0,False,764.0,829.0,130.0,792.0,121.0,f50a1885,,f79199c5,0f147d17,124.0,,,8.0,,,3.0,,,No,,GER,,,,,,E2,,,F,,F,,,,,RO
b812728e-4ea,SCH6,2008-Nov-27 00:00:00,SUR3785,FOR5568,MID5911,PSUR2639,FSUR1034,ae27a05f-27a,bfb925c7-706,45468078-f,M,2022-Apr-10 00:00:00,1,9672ee44,54d005b6,809.0,True,,False,131.0,8.0,,False,False,133.0,False,842.0,797.0,132.0,816.0,130.0,3fa13c93,,e4f2269f,3db57946,141.0,,,,,,,,,,U,CYM,,S,N,A,,E2,NR,,,,,N,,,,
b8167d68-07d,SCH8,2020-Apr-23 00:00:00,SUR3933,FOR7267,MID8041,PSUR8138,FSUR2891,08ee0379-6f8,d91f7960-09c,97b57b55-5,M,2024-Jun-11 00:00:00,1,4ec79bf0,6562f12c,771.0,True,False,,131.0,8.0,,False,False,127.0,False,767.0,889.0,130.0,825.0,130.0,848bea3a,,0087f998,bc3f5522,129.0,,,8.0,,False,,3.0,,No,,ENG,,F,N,G,,12,,3,,,,,,,,RB
b81991d2-6b5,SCH8,2015-Apr-03 00:00:00,SUR7913,FOR9008,MID9335,PSUR4224,FSUR8424,c737e7e1-313,df304ab2-943,923b852a-0,M,2023-Mar-27 00:00:00,1,1767fc14,e6b5543d,778.0,True,False,False,134.0,7.0,,False,False,128.0,False,786.0,735.0,135.0,755.0,130.0,a9f91cc0,,b75a48e0,617a8c0d,127.0,,,8.0,,,,4.0,,,,CHI,,F,,A,K,3,,,,1,,,6,,,
b81ddf2d-418,SCH4,2008-Sep-11 00:00:00,SUR3451,FOR7747,MID7156,PSUR5056,FSUR2637,2e63fc03-06c,05278865-62e,305f54f3-4,F,2024-Jan-31 00:00:00,1,0311f80b,5a827886,758.0,True,False,False,125.0,8.0,3.0,False,False,122.0,False,782.0,733.0,130.0,748.0,135.0,3908c46b,,ae4ff9ee,d34e2c4e,128.0,,,7.0,,,,,,,,CYM,,S,N,,P,1,,,,,,,,,,
b82037d8-c2f,SCH7,2015-Apr-04 00:00:00,SUR9975,FOR2751,MID6336,PSUR4918,FSUR4767,459a24d2-55d,c1462aa2-469,23b02276-2,F,2023-Dec-17 00:00:00,1,cc94118a,90994da3,800.0,,False,False,129.0,9.0,3.0,,False,125.0,False,800.0,831.0,128.0,774.0,133.0,292ed94d,,e7d1de3c,66e64b95,121.0,,,8.0,4.0,,,,,,,ENG,,,,R,S,3,,,,,,,C,,,
b820d138-c36,SCH4,2016-Oct-28 00:00:00,SUR4042,FOR9024,MID3690,PSUR6700,FSUR7955,4311b8cb-64a,747c7a9a-e0b,1b4c35e4-f,M,2024-Jan-26 00:00:00,1,79565acb,e8bf3d3c,738.0,True,False,False,133.0,8.0,,False,False,134.0,False,793.0,787.0,116.0,778.0,127.0,6021590c,,99c03678,23adc397,129.0,,,8.0,,,3.0,,,,,GAL,,M,,G,N,7,,,,2,,,,,,RO
b82ba65f-45a,SCH1,2018-Nov-02 00:00:00,SUR8424,FOR7354,MID6953,PSUR2110,FSUR2543,42aa52c8-881,d96441d5-314,490a9d53-5,F,2018-Oct-14 00:00:00,1,52cdc96d,d33d6804,767.0,,False,False,139.0,8.0,,False,False,133.0,False,711.0,759.0,126.0,787.0,126.0,d0c3c768,,b46bf228,2958653e,123.0,,,8.0,,False,,,,,,ENG,,S,,,E,6,,3,,,,,,,,
b82fbb8a-70b,SCH5,2019-Jul-18 00:00:00,SUR8641,FOR2249,MID1642,PSUR8456,FSUR4930,2e826bf7-e7d,c1b270ad-1a0,2ff7d205-1,M,2019-Jan-04 00:00:00,1,774eaf9a,c3a42603,801.0,True,False,False,128.0,8.0,,False,True,129.0,False,848.0,751.0,127.0,776.0,132.0,e8c218a8,,376d508a,2dcb703b,124.0,,,8.0,3.0,,,,,,,ENG,,,,G,S,4,,2,,,,,,,,
b83598fb-cf6,SCH8,2011-Apr-14 00:00:00,SUR8263,FOR1289,MID8373,PSUR3263,FSUR3727,4efb621b-bcf,15c58ef0-109,f94e90e5-3,M,2021-Nov-07 00:00:00,1,d8fd1a95,c45ccefe,761.0,True,False,True,136.0,9.0,,True,False,125.0,False,811.0,840.0,138.0,797.0,137.0,857852a9,,0619f7b0,2003e371,130.0,,,9.0,,,,,,,,ENG,,M,,,E,1,,,,2,F,,2,,,
b837773c-5d5,SCH2,2017-Nov-20 00:00:00,SUR4488,FOR8259,MID4521,PSUR6194,FSUR5069,091d7adf-4fd,a8b7e1d6-ca6,9b9f26f1-0,M,2023-Sep-08 00:00:00,1,74a33a13,324596f4,793.0,True,False,False,126.0,7.0,,False,False,135.0,False,807.0,776.0,,810.0,125.0,e4b3439e,,816f4452,19d83811,132.0,,,,,False,,4.0,,,N,ENG,,O,,G,E,N2,C,,A,,,,,,,
b841c948-aca,SCH2,2012-Jun-19 00:00:00,SUR1237,FOR6901,MID9305,PSUR4988,FSUR3761,952d8809-466,69cbd394-b94,4486a984-7,F,2021-Jan-01 00:00:00,1,af2f3907,9142319b,810.0,,True,False,132.0,8.0,,False,False,127.0,False,,778.0,125.0,782.0,131.0,469db1a3,,240b2869,21fab1b7,137.0,,,8.0,,,,,,,,ENG,,F,,G,K,N1,,,,,,L,,,,
b85a64a5-b26,SCH7,2015-Nov-01 00:00:00,SUR9047,FOR2757,MID3525,PSUR5178,FSUR1494,4e328bdc-1b4,a9318c69-9a1,b970fcb3-b,M,2023-Nov-04 00:00:00,1,ad889774,cc9e5c7e,729.0,True,False,False,134.0,8.0,3.0,False,False,132.0,False,732.0,796.0,132.0,794.0,137.0,6d120f74,,e03cbfd4,60115bb7,134.0,,,8.0,,,,3.0,,,,,,F,,R,S,R,,,,1,,U,,C,,
b86207b3-3f0,SCH5,2016-Dec-16 00:00:00,SUR2368,FOR4621,MID9682,PSUR6942,FSUR9588,3ade8911-327,66344bc8-89d,bf1525e8-9,M,2022-Jun-09 00:00:00,1,a4f0ac79,d85a239e,776.0,True,False,False,126.0,8.0,3.0,False,False,120.0,False,775.0,776.0,127.0,842.0,134.0,0807236a,,65517fe4,af53f28e,129.0,,,,3.0,,,,,,,ENG,,C,,,N,4,,3,,1,O,,,,,RE
b87fb55c-d84,SCH3,2017-Dec-02 00:00:00,SUR7592,FOR2736,MID7543,PSUR3769,FSUR6078,86ffe201-3f3,76447ea3-26c,8989b983-4,F,2022-Aug-14 00:00:00,1,3f739f90,37478d1c,781.0,True,False,False,135.0,8.0,,False,False,129.0,False,786.0,749.0,128.0,739.0,130.0,c15f7e7f,6.0,d3a1f6d5,d420274d,130.0,,,8.0,,,,,,Yes,,PNJA,,S,,,N,14,A*,,U,,,,7,,,
b8840eab-f7b,SCH2,2010-Jan-13 00:00:00,SUR4547,FOR3460,MID5799,PSUR4576,FSUR6259,df39d0c6-9b8,aeb7bcc1-fbb,41d34937-9,M,2018-Oct-24 00:00:00,1,ec312952,58d481b1,755.0,True,False,True,123.0,8.0,,False,False,135.0,False,808.0,787.0,128.0,762.0,136.0,70cae93a,,2ddcc3a1,77eda95a,119.0,,,8.0,,,,2.0,,No,,ENG,,,,N,,11,,,,1,,,,,,
b895e38e-950,SCH1,2008-Jan-06 00:00:00,SUR5538,FOR9376,MID9947,PSUR9639,FSUR7897,3fd0828a-d35,afe39b2e-dff,64c9bba0-b,F,2020-Jul-31 00:00:00,1,505ecafb,1333c6b9,740.0,,False,False,127.0,8.0,,False,,124.0,False,854.0,774.0,126.0,831.0,134.0,44ec38e3,5.0,a09bde77,a8401a19,128.0,,,,,False,,,,,,ENG,,C,,,,2,,,,,,,,,,
b89f43a8-f0c,SCH5,2011-Apr-16 00:00:00,SUR1869,FOR3195,MID8103,PSUR3441,FSUR1042,b1fba6b7-c27,7a8bb18b-1d7,83124c40-c,F,2021-Mar-08 00:00:00,1,60fd42ca,18a8bc1c,774.0,False,False,False,132.0,,3.0,False,False,133.0,False,802.0,777.0,129.0,775.0,131.0,3d119b7c,,f842c1a8,52edec47,139.0,,,8.0,,,,,,,,ENG,,,,,,12,,,,,,,,,,
b8a77ae9-76b,SCH4,2008-Apr-05 00:00:00,SUR6809,FOR5605,MID3910,PSUR1197,FSUR8344,1e726f6c-a6c,f40280e5-f74,cc4a74aa-0,F,2022-May-24 00:00:00,1,dbcb5c02,15b54002,850.0,False,False,False,124.0,8.0,,False,False,133.0,False,743.0,809.0,130.0,780.0,124.0,d0d7b855,,8c02cede,311b32f9,135.0,,,,3.0,,3.0,2.0,,,Y,ENG,,,,A,A,11,,,,,,L,,,,
b8a910b6-74f,SCH3,2008-Jul-05 00:00:00,SUR2508,FOR5250,MID7182,PSUR3937,FSUR6754,e84a32b8-675,dab60d8f-287,4f2aaa49-3,F,2022-Oct-04 00:00:00,1,ba73c579,346c82f5,796.0,True,False,False,131.0,8.0,,False,False,138.0,False,836.0,821.0,133.0,775.0,130.0,88c6b082,,dba168a2,79ee99b6,119.0,,,8.0,,False,3.0,,,,R,CYM,,M,,,,R,,1,,,,N,,,,
b8b3fa26-eec,SCH7,2017-May-25 00:00:00,SUR8224,FOR2256,MID8671,PSUR1379,FSUR5518,4deea44c-2be,636404eb-5e2,f28ed104-8,M,2020-Nov-03 00:00:00,1,a6cb9fa7,2f6ddca7,793.0,False,False,True,133.0,7.0,,False,False,136.0,False,778.0,739.0,127.0,763.0,132.0,d2dc67a6,8.0,db6bf492,4d77dd7f,131.0,,,8.0,,,,3.0,,,,ENG,,,,,E,11,,1,,,,,,,,
b8b50f9d-000,SCH2,2015-Feb-17 00:00:00,SUR5303,FOR8194,MID4035,PSUR4797,FSUR7364,272290c7-7f9,ddeb3a98-879,d6c16406-d,M,2018-Oct-28 00:00:00,1,a954e3a9,831eee76,820.0,True,False,,127.0,8.0,,False,False,,False,794.0,793.0,122.0,790.0,130.0,f49fbd45,,9a1141f3,f04c5556,129.0,,,7.0,,,,3.0,,No,,,,,,R,N,E1,,,7,,N,,,,,
b8be3690-ec5,SCH6,2011-May-28 00:00:00,SUR7175,FOR5600,MID9525,PSUR1659,FSUR6695,feef1dc7-f4e,bdaca5db-8c8,4f95f53c-4,F,2023-Mar-05 00:00:00,1,5c704f49,b1f6859d,775.0,True,False,False,125.0,7.0,,False,False,120.0,,737.0,789.0,136.0,789.0,127.0,c564434f,,b120fac5,b68551a3,128.0,,,7.0,3.0,,,,3.0,Unsought,,,O,,,,E,3,,,,3,,,,,,
b8c11607-368,SCH1,2014-Nov-20 00:00:00,SUR3685,FOR4598,MID1031,PSUR8949,FSUR4527,7608db10-d03,82269c2a-d50,cc6d8e4a-5,F,2023-Sep-10 00:00:00,1,d2178ed1,75c7d21f,814.0,True,True,,128.0,,,False,,129.0,False,827.0,749.0,132.0,792.0,124.0,72cdd932,,34a5ec35,790f4eca,133.0,,,8.0,3.0,,,3.0,,Unsought,N,ENG,,,,N,P,N2,,,A,,N,,,,,RO
b8cd4e97-186,SCH4,2007-Sep-23 00:00:00,SUR8730,FOR5257,MID1326,PSUR9920,FSUR3667,e9728b53-e05,7935c1c4-0fb,83afcc2e-0,M,2021-Sep-05 00:00:00,1,4d727a5f,b7c54a86,755.0,True,False,False,133.0,8.0,,False,False,128.0,False,825.0,805.0,137.0,776.0,130.0,2179db7d,,84f77ea0,cb83d87b,137.0,,,8.0,3.0,False,,,,,,ENG,,M,,R,K,7,,1,,,N,O,,,No,RB
b8d2252d-6e9,SCH6,2011-Feb-09 00:00:00,SUR7526,FOR2467,MID9091,PSUR6345,FSUR8080,b35d24fd-652,628c25dc-b64,53170233-8,F,2021-Oct-02 00:00:00,1,93fd3d09,71559e38,796.0,True,False,False,129.0,7.0,,True,False,132.0,False,756.0,756.0,134.0,782.0,128.0,aa0df206,,9503ce19,6534587b,145.0,,,8.0,,,,,,Yes,Y,ENG,,F,,G,K,7,,,1,,,,C,,No,RE
b8d6fa3a-741,SCH1,2010-Jun-15 00:00:00,SUR8055,FOR2632,MID7725,PSUR8213,FSUR9379,81c15be3-1cd,42de73f3-b30,d472c749-5,F,2019-Jan-12 00:00:00,1,b3696662,84e48aeb,756.0,True,True,False,123.0,8.0,,,False,129.0,False,775.0,765.0,133.0,810.0,124.0,be0a851e,,a8929a08,99f30ae6,135.0,,,8.0,,,,,3.0,,U,ENG,,F,N,,,9,,2,,,,,,C,,
b8d92001-2a7,SCH1,2019-Aug-05 00:00:00,SUR4615,FOR1238,MID6834,PSUR6146,FSUR7116,70a24056-9f0,deb800ed-017,10188b22-9,M,2024-Jan-28 00:00:00,1,7edc2153,f9a62dfd,754.0,True,False,False,128.0,8.0,2.0,,False,133.0,False,802.0,818.0,133.0,778.0,133.0,c2e0de43,,daad6bee,61eeb96e,125.0,,,8.0,,False,3.0,,,,,ENG,,,N,,,6,,2,,,,,,8,,
b8dec34e-fc1,SCH2,2013-Oct-09 00:00:00,SUR3130,FOR1739,MID9419,PSUR6579,FSUR2317,ea3be47b-21e,556f247d-368,023f71ab-b,F,2021-Sep-15 00:00:00,1,8abe5cd3,55a65b0a,733.0,False,False,True,138.0,,,False,,130.0,,777.0,775.0,129.0,818.0,125.0,c2e04ac8,,c65d075d,e252462c,128.0,,,8.0,,,,,,,U,ENG,,C,,,,M,,,8,,,,,,,
b8ea24de-178,SCH7,2011-Oct-22 00:00:00,SUR1844,FOR3471,MID2478,PSUR5849,FSUR7786,d98d8ada-ef1,d9b29ec9-d04,43a8a184-c,M,2023-Jun-15 00:00:00,1,0aef824c,f2424895,722.0,True,False,False,133.0,8.0,,False,False,131.0,False,782.0,752.0,131.0,806.0,131.0,95dce3c7,,cf6e1f87,c6eeae03,127.0,12.0,,8.0,,,,,3.0,,,ENG,N,O,,,,M,,1,3,3,,,8,,,
b8ebf296-afe,SCH3,2019-Sep-29 00:00:00,SUR5435,FOR8864,MID6408,PSUR8423,FSUR1756,cdf7ba29-45a,e4f04006-223,870e1c33-6,M,2019-Jun-19 00:00:00,1,d07ec0ce,700d4f12,775.0,True,False,False,138.0,8.0,,False,False,130.0,False,725.0,800.0,131.0,814.0,,66233079,,1f80d631,b0e3241a,119.0,,,9.0,,,,,,Yes,,ENG,,,,G,,1,,,,3,,,,,No,
b90c86aa-34d,SCH6,2018-Mar-08 00:00:00,SUR9617,FOR1955,MID6627,PSUR8958,FSUR9308,862b8ea2-274,38b3c254-455,079d9af3-6,M,2024-May-25 00:00:00,1,22a3f257,2477c23d,772.0,True,,False,136.0,9.0,4.0,False,False,126.0,False,788.0,750.0,122.0,845.0,133.0,6b0b1044,,03c85a0a,d6537103,129.0,,,8.0,,,,,3.0,,,,,S,,R,E,E2,,,,3,,,,,,
b90d31e5-957,SCH1,2009-Feb-06 00:00:00,SUR7875,FOR3306,MID2334,PSUR1609,FSUR3661,4ce91748-9e4,3ea8f4b7-1f7,89e52012-0,F,2024-Jul-22 00:00:00,1,ba7308e2,d0dd658a,755.0,,True,False,139.0,8.0,,False,False,124.0,False,793.0,749.0,119.0,793.0,132.0,619203b6,,81eee419,f43b4e9d,130.0,,,8.0,,,4.0,3.0,,,,ENG,,S,,G,,R,,,,,,,8,E,,
b90f55ef-f92,SCH2,2011-Jun-09 00:00:00,SUR7140,FOR7280,MID1553,PSUR6424,FSUR2768,0b4c33d5-efe,8c796e62-5d4,249e9715-3,M,2024-Oct-17 00:00:00,1,b73e6814,0b935d0a,780.0,True,False,False,126.0,8.0,,True,False,131.0,False,754.0,807.0,129.0,801.0,134.0,006ecdc2,,4bcb18b3,9d7c00a6,131.0,,,9.0,,False,,,,,,,,S,,,S,M,6,,6,,,,NR,A*,,
b9124ec3-b63,SCH4,2018-Jan-27 00:00:00,SUR5430,FOR1070,MID9421,PSUR9530,FSUR4332,d0434f22-885,e04088e8-ab4,f446ea5c-3,F,2018-Oct-22 00:00:00,1,1524e620,55bf1347,767.0,True,False,,124.0,8.0,,,False,,False,772.0,764.0,131.0,784.0,127.0,da0217cc,,4497e697,ba5a190b,128.0,,,8.0,,,,4.0,,,Y,ENG,,S,,,,11,,,,,,N,A,,,
b91a5364-c56,SCH3,2008-Feb-06 00:00:00,SUR7728,FOR6527,MID4341,PSUR8741,FSUR2819,c84c7072-d4b,d16995b3-a50,4e707f2a-e,M,2019-Dec-31 00:00:00,1,627137de,87b259c4,832.0,True,False,,127.0,8.0,2.0,False,False,129.0,False,793.0,764.0,122.0,802.0,134.0,625e44d5,,5264c048,faf2c580,123.0,,,8.0,,,3.0,,,,,GER,,S,,,,E1,,,,2,,,,,,RB
b91e6821-6c1,SCH1,2015-Mar-20 00:00:00,SUR1926,FOR2473,MID5270,PSUR1135,FSUR9366,c1ea6c48-bcf,f78f416d-074,4818c3a5-8,M,2019-Sep-05 00:00:00,1,0d2558ab,8436e592,790.0,True,False,True,135.0,8.0,,False,False,125.0,False,828.0,799.0,130.0,769.0,135.0,a9ed0e67,,c16bc4e5,ab98b7bd,133.0,,5.0,7.0,,False,3.0,3.0,,,,ENG,,,N,C,,E2,,,,1,,,,,,RB
b9231e42-26c,SCH1,2020-Jun-15 00:00:00,SUR7625,FOR2236,MID8489,PSUR9776,FSUR5550,f8fde4c3-9c7,f1b30b44-cb2,c2aba270-9,F,2023-Dec-31 00:00:00,1,6bdfe2ed,12729f84,806.0,True,True,False,132.0,8.0,3.0,False,False,123.0,False,814.0,732.0,125.0,792.0,130.0,ac2a031f,,5529f876,9b494d81,127.0,,,8.0,2.0,,,,,,,,,,,,,3,,,,,,,,,,
b9290ce5-3c9,SCH5,2011-Dec-24 00:00:00,SUR1887,FOR7675,MID4110,PSUR3740,FSUR4046,85eabfb5-b4d,ed5e825d-dc3,f3cac38a-7,M,2024-Oct-20 00:00:00,1,8e9eae36,2b7c7f83,790.0,,False,False,132.0,9.0,,True,False,135.0,,775.0,777.0,122.0,735.0,131.0,bccc937d,,a1e52c1f,9791958e,121.0,,,8.0,,,,,,Yes,,PNJA,,S,,,A,9,9,,,,N,U,9,,,RO
